DEPADM;DepBol;NomeDepBol;codRMet;CODMUN;MUN;SERIE_ANO;cod_per;periodo;co_comp;ds_comp;medprof
1;1;Rede Estadual;5;253;CAPIVARI;EM-3ª série;1;MANHÃ;2;MATEMÁTICA;280,9
1;1;Rede Estadual;5;253;CAPIVARI;EM-3ª série;1;MANHÃ;3;CIÊNCIAS;287
1;1;Rede Estadual;5;253;CAPIVARI;EM-3ª série;2;TARDE;1;LÍNGUA PORTUGUESA;273,5
1;1;Rede Estadual;5;253;CAPIVARI;EM-3ª série;2;TARDE;2;MATEMÁTICA;269,2
1;1;Rede Estadual;5;253;CAPIVARI;EM-3ª série;2;TARDE;3;CIÊNCIAS;275
1;1;Rede Estadual;5;253;CAPIVARI;EM-3ª série;3;NOITE;1;LÍNGUA PORTUGUESA;249,3
1;1;Rede Estadual;5;253;CAPIVARI;EM-3ª série;3;NOITE;2;MATEMÁTICA;254,9
1;1;Rede Estadual;5;253;CAPIVARI;EM-3ª série;3;NOITE;3;CIÊNCIAS;259,6
1;1;Rede Estadual;5;253;CAPIVARI;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;272
1;1;Rede Estadual;5;253;CAPIVARI;EM-3ª série;9;GERAL;2;MATEMÁTICA;270,9
1;1;Rede Estadual;5;253;CAPIVARI;EM-3ª série;9;GERAL;3;CIÊNCIAS;276,9
1;1;Rede Estadual;4;254;CARAGUATATUBA;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;243,1
1;1;Rede Estadual;4;254;CARAGUATATUBA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;246,2
1;1;Rede Estadual;4;254;CARAGUATATUBA;9º Ano EF;1;MANHÃ;3;CIÊNCIAS;266,7
1;1;Rede Estadual;4;254;CARAGUATATUBA;9º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;248,3
1;1;Rede Estadual;4;254;CARAGUATATUBA;9º Ano EF;2;TARDE;2;MATEMÁTICA;249,6
1;1;Rede Estadual;4;254;CARAGUATATUBA;9º Ano EF;2;TARDE;3;CIÊNCIAS;269,1
1;1;Rede Estadual;4;254;CARAGUATATUBA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;245,1
1;1;Rede Estadual;4;254;CARAGUATATUBA;9º Ano EF;9;GERAL;2;MATEMÁTICA;247,5
1;1;Rede Estadual;4;254;CARAGUATATUBA;9º Ano EF;9;GERAL;3;CIÊNCIAS;267,6
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;1;MANHÃ;1;LÍNGUA PORTUGUESA;270,5
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;1;MANHÃ;2;MATEMÁTICA;270,9
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;1;MANHÃ;3;CIÊNCIAS;279,2
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;2;TARDE;1;LÍNGUA PORTUGUESA;252,7
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;2;TARDE;2;MATEMÁTICA;263,9
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;2;TARDE;3;CIÊNCIAS;259,1
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;3;NOITE;1;LÍNGUA PORTUGUESA;250,7
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;3;NOITE;2;MATEMÁTICA;253,4
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;3;NOITE;3;CIÊNCIAS;261,1
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;263,6
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;9;GERAL;2;MATEMÁTICA;265,8
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;9;GERAL;3;CIÊNCIAS;272,3
1;1;Rede Estadual;1;255;CARAPICUIBA;2º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;172,6
1;1;Rede Estadual;1;255;CARAPICUIBA;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;173
1;1;Rede Estadual;1;255;CARAPICUIBA;2º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;163,2
1;1;Rede Estadual;1;255;CARAPICUIBA;2º Ano EF;2;TARDE;2;MATEMÁTICA;171,7
1;1;Rede Estadual;1;255;CARAPICUIBA;2º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;165,9
1;1;Rede Estadual;1;255;CARAPICUIBA;2º Ano EF;9;GERAL;2;MATEMÁTICA;172,1
1;1;Rede Estadual;1;255;CARAPICUIBA;5º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;192,2
1;1;Rede Estadual;1;255;CARAPICUIBA;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;203,2
1;1;Rede Estadual;1;255;CARAPICUIBA;5º Ano EF;1;MANHÃ;3;CIÊNCIAS;214,7
1;1;Rede Estadual;1;255;CARAPICUIBA;5º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;185,1
1;1;Rede Estadual;1;255;CARAPICUIBA;5º Ano EF;2;TARDE;2;MATEMÁTICA;201,3
1;1;Rede Estadual;1;255;CARAPICUIBA;5º Ano EF;2;TARDE;3;CIÊNCIAS;210,4
1;1;Rede Estadual;1;255;CARAPICUIBA;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;190,9
1;1;Rede Estadual;1;255;CARAPICUIBA;5º Ano EF;9;GERAL;2;MATEMÁTICA;202,9
1;1;Rede Estadual;1;255;CARAPICUIBA;5º Ano EF;9;GERAL;3;CIÊNCIAS;213,9
1;1;Rede Estadual;1;255;CARAPICUIBA;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;240,8
1;1;Rede Estadual;1;255;CARAPICUIBA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;242,8
1;1;Rede Estadual;1;255;CARAPICUIBA;9º Ano EF;1;MANHÃ;3;CIÊNCIAS;261,9
1;1;Rede Estadual;1;255;CARAPICUIBA;9º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;242,7
1;1;Rede Estadual;1;255;CARAPICUIBA;9º Ano EF;2;TARDE;2;MATEMÁTICA;244,7
1;1;Rede Estadual;1;255;CARAPICUIBA;9º Ano EF;2;TARDE;3;CIÊNCIAS;263,3
1;1;Rede Estadual;1;255;CARAPICUIBA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;241,1
1;1;Rede Estadual;1;255;CARAPICUIBA;9º Ano EF;9;GERAL;2;MATEMÁTICA;243
1;1;Rede Estadual;1;255;CARAPICUIBA;9º Ano EF;9;GERAL;3;CIÊNCIAS;262,1
1;1;Rede Estadual;1;255;CARAPICUIBA;EM-3ª série;1;MANHÃ;1;LÍNGUA PORTUGUESA;274
1;1;Rede Estadual;1;255;CARAPICUIBA;EM-3ª série;1;MANHÃ;2;MATEMÁTICA;267
1;1;Rede Estadual;1;255;CARAPICUIBA;EM-3ª série;1;MANHÃ;3;CIÊNCIAS;277,5
1;1;Rede Estadual;1;255;CARAPICUIBA;EM-3ª série;2;TARDE;1;LÍNGUA PORTUGUESA;268,9
1;1;Rede Estadual;1;255;CARAPICUIBA;EM-3ª série;2;TARDE;2;MATEMÁTICA;262,4
1;1;Rede Estadual;1;255;CARAPICUIBA;EM-3ª série;2;TARDE;3;CIÊNCIAS;270,6
1;1;Rede Estadual;1;255;CARAPICUIBA;EM-3ª série;3;NOITE;1;LÍNGUA PORTUGUESA;252
1;1;Rede Estadual;1;255;CARAPICUIBA;EM-3ª série;3;NOITE;2;MATEMÁTICA;252,1
1;1;Rede Estadual;1;255;CARAPICUIBA;EM-3ª série;3;NOITE;3;CIÊNCIAS;254
1;1;Rede Estadual;1;255;CARAPICUIBA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;262,9
1;1;Rede Estadual;1;255;CARAPICUIBA;EM-3ª série;9;GERAL;2;MATEMÁTICA;259,1
1;1;Rede Estadual;1;255;CARAPICUIBA;EM-3ª série;9;GERAL;3;CIÊNCIAS;265,1
1;1;Rede Estadual;5;256;CARDOSO;5º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;203,6
1;1;Rede Estadual;5;256;CARDOSO;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;229,2
1;1;Rede Estadual;5;256;CARDOSO;5º Ano EF;1;MANHÃ;3;CIÊNCIAS;243,5
1;1;Rede Estadual;5;256;CARDOSO;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;203,6
1;1;Rede Estadual;5;256;CARDOSO;5º Ano EF;9;GERAL;2;MATEMÁTICA;229,2
1;1;Rede Estadual;5;256;CARDOSO;5º Ano EF;9;GERAL;3;CIÊNCIAS;243,5
1;1;Rede Estadual;5;256;CARDOSO;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;251,7
1;1;Rede Estadual;5;256;CARDOSO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;309,5
1;1;Rede Estadual;5;256;CARDOSO;9º Ano EF;1;MANHÃ;3;CIÊNCIAS;275,7
1;1;Rede Estadual;5;256;CARDOSO;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;251,7
1;1;Rede Estadual;5;256;CARDOSO;9º Ano EF;9;GERAL;2;MATEMÁTICA;309,5
1;1;Rede Estadual;5;256;CARDOSO;9º Ano EF;9;GERAL;3;CIÊNCIAS;275,7
1;1;Rede Estadual;5;256;CARDOSO;EM-3ª série;1;MANHÃ;1;LÍNGUA PORTUGUESA;267,4
1;1;Rede Estadual;5;256;CARDOSO;EM-3ª série;1;MANHÃ;2;MATEMÁTICA;296,1
1;1;Rede Estadual;5;256;CARDOSO;EM-3ª série;1;MANHÃ;3;CIÊNCIAS;288,5
1;1;Rede Estadual;5;256;CARDOSO;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;267,4
1;1;Rede Estadual;5;256;CARDOSO;EM-3ª série;9;GERAL;2;MATEMÁTICA;296,1
1;1;Rede Estadual;5;256;CARDOSO;EM-3ª série;9;GERAL;3;CIÊNCIAS;288,5
1;1;Rede Estadual;5;257;CASA BRANCA;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;237,6
1;1;Rede Estadual;5;257;CASA BRANCA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;244,7
1;1;Rede Estadual;5;257;CASA BRANCA;9º Ano EF;1;MANHÃ;3;CIÊNCIAS;258,5
1;1;Rede Estadual;5;257;CASA BRANCA;9º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;221,1
1;1;Rede Estadual;5;257;CASA BRANCA;9º Ano EF;2;TARDE;2;MATEMÁTICA;229,1
1;1;Rede Estadual;5;257;CASA BRANCA;9º Ano EF;2;TARDE;3;CIÊNCIAS;231,6
1;1;Rede Estadual;5;257;CASA BRANCA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;233,9
1;1;Rede Estadual;5;257;CASA BRANCA;9º Ano EF;9;GERAL;2;MATEMÁTICA;241,2
1;1;Rede Estadual;5;257;CASA BRANCA;9º Ano EF;9;GERAL;3;CIÊNCIAS;252,4
1;1;Rede Estadual;5;257;CASA BRANCA;EM-3ª série;1;MANHÃ;1;LÍNGUA PORTUGUESA;241,5
1;1;Rede Estadual;5;257;CASA BRANCA;EM-3ª série;1;MANHÃ;2;MATEMÁTICA;252,1
1;1;Rede Estadual;5;257;CASA BRANCA;EM-3ª série;1;MANHÃ;3;CIÊNCIAS;245,4
1;1;Rede Estadual;5;257;CASA BRANCA;EM-3ª série;2;TARDE;1;LÍNGUA PORTUGUESA;236,9
1;1;Rede Estadual;5;257;CASA BRANCA;EM-3ª série;2;TARDE;2;MATEMÁTICA;232,6
1;1;Rede Estadual;5;257;CASA BRANCA;EM-3ª série;2;TARDE;3;CIÊNCIAS;256,3
1;1;Rede Estadual;5;257;CASA BRANCA;EM-3ª série;3;NOITE;1;LÍNGUA PORTUGUESA;225
1;1;Rede Estadual;5;257;CASA BRANCA;EM-3ª série;3;NOITE;2;MATEMÁTICA;255,9
1;1;Rede Estadual;5;257;CASA BRANCA;EM-3ª série;3;NOITE;3;CIÊNCIAS;232,3
1;1;Rede Estadual;5;257;CASA BRANCA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;237,6
1;1;Rede Estadual;5;257;CASA BRANCA;EM-3ª série;9;GERAL;2;MATEMÁTICA;250,9
1;1;Rede Estadual;5;257;CASA BRANCA;EM-3ª série;9;GERAL;3;CIÊNCIAS;243,7
1;1;Rede Estadual;6;258;CASSIA DOS COQUEIROS;EM-3ª série;1;MANHÃ;1;LÍNGUA PORTUGUESA;278,8
1;1;Rede Estadual;6;258;CASSIA DOS COQUEIROS;EM-3ª série;1;MANHÃ;2;MATEMÁTICA;292,7
1;1;Rede Estadual;6;258;CASSIA DOS COQUEIROS;EM-3ª série;1;MANHÃ;3;CIÊNCIAS;281,9
1;1;Rede Estadual;6;258;CASSIA DOS COQUEIROS;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;278,8
1;1;Rede Estadual;6;258;CASSIA DOS COQUEIROS;EM-3ª série;9;GERAL;2;MATEMÁTICA;292,7
1;1;Rede Estadual;6;258;CASSIA DOS COQUEIROS;EM-3ª série;9;GERAL;3;CIÊNCIAS;281,9
1;1;Rede Estadual;5;259;CASTILHO;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;242,6
1;1;Rede Estadual;5;259;CASTILHO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;249,1
1;1;Rede Estadual;5;259;CASTILHO;9º Ano EF;1;MANHÃ;3;CIÊNCIAS;266,9
1;1;Rede Estadual;5;259;CASTILHO;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;242,6
1;1;Rede Estadual;5;259;CASTILHO;9º Ano EF;9;GERAL;2;MATEMÁTICA;249,1
1;1;Rede Estadual;5;259;CASTILHO;9º Ano EF;9;GERAL;3;CIÊNCIAS;266,9
1;1;Rede Estadual;5;259;CASTILHO;EM-3ª série;2;TARDE;1;LÍNGUA PORTUGUESA;250,2
1;1;Rede Estadual;5;259;CASTILHO;EM-3ª série;2;TARDE;2;MATEMÁTICA;259,5
1;1;Rede Estadual;5;259;CASTILHO;EM-3ª série;2;TARDE;3;CIÊNCIAS;260,2
1;1;Rede Estadual;5;259;CASTILHO;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;250,2
1;1;Rede Estadual;5;259;CASTILHO;EM-3ª série;9;GERAL;2;MATEMÁTICA;259,5
1;1;Rede Estadual;5;259;CASTILHO;EM-3ª série;9;GERAL;3;CIÊNCIAS;260,2
1;1;Rede Estadual;5;260;CATANDUVA;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;238,1
1;1;Rede Estadual;5;260;CATANDUVA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;245,6
1;1;Rede Estadual;5;260;CATANDUVA;9º Ano EF;1;MANHÃ;3;CIÊNCIAS;254,7
1;1;Rede Estadual;5;260;CATANDUVA;9º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;261,8
1;1;Rede Estadual;5;260;CATANDUVA;9º Ano EF;2;TARDE;2;MATEMÁTICA;265
1;1;Rede Estadual;5;260;CATANDUVA;9º Ano EF;2;TARDE;3;CIÊNCIAS;281,7
1;1;Rede Estadual;5;260;CATANDUVA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;251,9
1;1;Rede Estadual;5;260;CATANDUVA;9º Ano EF;9;GERAL;2;MATEMÁTICA;256,9
1;1;Rede Estadual;5;260;CATANDUVA;9º Ano EF;9;GERAL;3;CIÊNCIAS;270,3
1;1;Rede Estadual;5;260;CATANDUVA;EM-3ª série;1;MANHÃ;1;LÍNGUA PORTUGUESA;274,2
1;1;Rede Estadual;5;260;CATANDUVA;EM-3ª série;1;MANHÃ;2;MATEMÁTICA;276,2
1;1;Rede Estadual;5;260;CATANDUVA;EM-3ª série;1;MANHÃ;3;CIÊNCIAS;281,5
1;1;Rede Estadual;5;260;CATANDUVA;EM-3ª série;3;NOITE;1;LÍNGUA PORTUGUESA;250,6
1;1;Rede Estadual;5;260;CATANDUVA;EM-3ª série;3;NOITE;2;MATEMÁTICA;262,9
1;1;Rede Estadual;5;260;CATANDUVA;EM-3ª série;3;NOITE;3;CIÊNCIAS;257,2
1;1;Rede Estadual;5;260;CATANDUVA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;267,6
1;1;Rede Estadual;5;260;CATANDUVA;EM-3ª série;9;GERAL;2;MATEMÁTICA;272,5
1;1;Rede Estadual;5;260;CATANDUVA;EM-3ª série;9;GERAL;3;CIÊNCIAS;274,6
1;1;Rede Estadual;5;261;CATIGUA;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;237,7
1;1;Rede Estadual;5;261;CATIGUA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;244,5
1;1;Rede Estadual;5;261;CATIGUA;9º Ano EF;1;MANHÃ;3;CIÊNCIAS;259,3
1;1;Rede Estadual;5;261;CATIGUA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;237,7
1;1;Rede Estadual;5;261;CATIGUA;9º Ano EF;9;GERAL;2;MATEMÁTICA;244,5
1;1;Rede Estadual;5;261;CATIGUA;9º Ano EF;9;GERAL;3;CIÊNCIAS;259,3
1;1;Rede Estadual;5;261;CATIGUA;EM-3ª série;1;MANHÃ;1;LÍNGUA PORTUGUESA;262,5
1;1;Rede Estadual;5;261;CATIGUA;EM-3ª série;1;MANHÃ;2;MATEMÁTICA;254,2
1;1;Rede Estadual;5;261;CATIGUA;EM-3ª série;1;MANHÃ;3;CIÊNCIAS;260,9
1;1;Rede Estadual;5;261;CATIGUA;EM-3ª série;3;NOITE;1;LÍNGUA PORTUGUESA;229,6
1;1;Rede Estadual;5;261;CATIGUA;EM-3ª série;3;NOITE;2;MATEMÁTICA;227,7
1;1;Rede Estadual;5;261;CATIGUA;EM-3ª série;3;NOITE;3;CIÊNCIAS;245,6
1;1;Rede Estadual;5;261;CATIGUA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;252,4
1;1;Rede Estadual;5;261;CATIGUA;EM-3ª série;9;GERAL;2;MATEMÁTICA;246,1
1;1;Rede Estadual;5;261;CATIGUA;EM-3ª série;9;GERAL;3;CIÊNCIAS;256,6
1;1;Rede Estadual;5;262;CEDRAL;EM-3ª série;1;MANHÃ;1;LÍNGUA PORTUGUESA;302,1
1;1;Rede Estadual;5;262;CEDRAL;EM-3ª série;1;MANHÃ;2;MATEMÁTICA;290,4
1;1;Rede Estadual;5;262;CEDRAL;EM-3ª série;1;MANHÃ;3;CIÊNCIAS;305,2
1;1;Rede Estadual;5;262;CEDRAL;EM-3ª série;3;NOITE;1;LÍNGUA PORTUGUESA;245,9
1;1;Rede Estadual;5;262;CEDRAL;EM-3ª série;3;NOITE;2;MATEMÁTICA;255,9
1;1;Rede Estadual;5;262;CEDRAL;EM-3ª série;3;NOITE;3;CIÊNCIAS;263,4
1;1;Rede Estadual;5;262;CEDRAL;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;265,1
1;1;Rede Estadual;5;262;CEDRAL;EM-3ª série;9;GERAL;2;MATEMÁTICA;267,7
1;1;Rede Estadual;5;262;CEDRAL;EM-3ª série;9;GERAL;3;CIÊNCIAS;278
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;233,6
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;244,8
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;9º Ano EF;1;MANHÃ;3;CIÊNCIAS;251,9
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;233,6
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;9º Ano EF;9;GERAL;2;MATEMÁTICA;244,8
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;9º Ano EF;9;GERAL;3;CIÊNCIAS;251,9
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;EM-3ª série;2;TARDE;1;LÍNGUA PORTUGUESA;255,3
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;EM-3ª série;2;TARDE;2;MATEMÁTICA;267,3
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;EM-3ª série;2;TARDE;3;CIÊNCIAS;270,8
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;EM-3ª série;3;NOITE;1;LÍNGUA PORTUGUESA;241,3
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;EM-3ª série;3;NOITE;2;MATEMÁTICA;239,9
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;EM-3ª série;3;NOITE;3;CIÊNCIAS;255,1
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;250,6
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;EM-3ª série;9;GERAL;2;MATEMÁTICA;258
1;1;Rede Estadual;5;263;CERQUEIRA CESAR;EM-3ª série;9;GERAL;3;CIÊNCIAS;265,6
1;1;Rede Estadual;7;264;CESARIO LANGE;EM-3ª série;1;MANHÃ;1;LÍNGUA PORTUGUESA;267,1
1;1;Rede Estadual;7;264;CESARIO LANGE;EM-3ª série;1;MANHÃ;2;MATEMÁTICA;276,6
1;1;Rede Estadual;7;264;CESARIO LANGE;EM-3ª série;1;MANHÃ;3;CIÊNCIAS;282,8
1;1;Rede Estadual;7;264;CESARIO LANGE;EM-3ª série;2;TARDE;1;LÍNGUA PORTUGUESA;269,9
1;1;Rede Estadual;7;264;CESARIO LANGE;EM-3ª série;2;TARDE;2;MATEMÁTICA;270,5
1;1;Rede Estadual;7;264;CESARIO LANGE;EM-3ª série;2;TARDE;3;CIÊNCIAS;275,9
1;1;Rede Estadual;7;264;CESARIO LANGE;EM-3ª série;3;NOITE;1;LÍNGUA PORTUGUESA;240,2
1;1;Rede Estadual;7;264;CESARIO LANGE;EM-3ª série;3;NOITE;2;MATEMÁTICA;247,8
1;1;Rede Estadual;7;264;CESARIO LANGE;EM-3ª série;3;NOITE;3;CIÊNCIAS;245,4
1;1;Rede Estadual;7;264;CESARIO LANGE;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;256,8
1;1;Rede Estadual;7;264;CESARIO LANGE;EM-3ª série;9;GERAL;2;MATEMÁTICA;263,1
1;1;Rede Estadual;7;264;CESARIO LANGE;EM-3ª série;9;GERAL;3;CIÊNCIAS;265
1;1;Rede Estadual;7;265;CERQUILHO;EM-3ª série;1;MANHÃ;1;LÍNGUA PORTUGUESA;265,1
1;1;Rede Estadual;7;265;CERQUILHO;EM-3ª série;1;MANHÃ;2;MATEMÁTICA;271,4
1;1;Rede Estadual;7;265;CERQUILHO;EM-3ª série;1;MANHÃ;3;CIÊNCIAS;270,9
1;1;Rede Estadual;7;265;CERQUILHO;EM-3ª série;3;NOITE;1;LÍNGUA PORTUGUESA;262,7
1;1;Rede Estadual;7;265;CERQUILHO;EM-3ª série;3;NOITE;2;MATEMÁTICA;270,3
1;1;Rede Estadual;7;265;CERQUILHO;EM-3ª série;3;NOITE;3;CIÊNCIAS;271,4
1;1;Rede Estadual;7;265;CERQUILHO;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;264,7
1;1;Rede Estadual;7;265;CERQUILHO;EM-3ª série;9;GERAL;2;MATEMÁTICA;271,2
1;1;Rede Estadual;7;265;CERQUILHO;EM-3ª série;9;GERAL;3;CIÊNCIAS;271
1;1;Rede Estadual;5;266;CHARQUEADA;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;252,4
1;1;Rede Estadual;5;266;CHARQUEADA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;261,4
1;1;Rede Estadual;5;266;CHARQUEADA;9º Ano EF;1;MANHÃ;3;CIÊNCIAS;287,6
1;1;Rede Estadual;5;266;CHARQUEADA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;252,4
1;1;Rede Estadual;5;266;CHARQUEADA;9º Ano EF;9;GERAL;2;MATEMÁTICA;261,4
1;1;Rede Estadual;5;266;CHARQUEADA;9º Ano EF;9;GERAL;3;CIÊNCIAS;287,6
1;1;Rede Estadual;5;266;CHARQUEADA;EM-3ª série;1;MANHÃ;1;LÍNGUA PORTUGUESA;294,2
1;1;Rede Estadual;5;266;CHARQUEADA;EM-3ª série;1;MANHÃ;2;MATEMÁTICA;271,4
1;1;Rede Estadual;5;266;CHARQUEADA;EM-3ª série;1;MANHÃ;3;CIÊNCIAS;291
1;1;Rede Estadual;5;266;CHARQUEADA;EM-3ª série;3;NOITE;1;LÍNGUA PORTUGUESA;263,2
1;1;Rede Estadual;5;266;CHARQUEADA;EM-3ª série;3;NOITE;2;MATEMÁTICA;257,6
1;1;Rede Estadual;5;266;CHARQUEADA;EM-3ª série;3;NOITE;3;CIÊNCIAS;266,1
1;1;Rede Estadual;5;266;CHARQUEADA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;274,3
1;1;Rede Estadual;5;266;CHARQUEADA;EM-3ª série;9;GERAL;2;MATEMÁTICA;262,6
1;1;Rede Estadual;5;266;CHARQUEADA;EM-3ª série;9;GERAL;3;CIÊNCIAS;275,2
1;1;Rede Estadual;5;267;CLEMENTINA;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;242,9
1;1;Rede Estadual;5;267;CLEMENTINA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;252,3
1;1;Rede Estadual;5;267;CLEMENTINA;9º Ano EF;1;MANHÃ;3;CIÊNCIAS;256,8
1;1;Rede Estadual;5;267;CLEMENTINA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;242,9
1;1;Rede Estadual;5;267;CLEMENTINA;9º Ano EF;9;GERAL;2;MATEMÁTICA;252,3
1;1;Rede Estadual;5;267;CLEMENTINA;9º Ano EF;9;GERAL;3;CIÊNCIAS;256,8
1;1;Rede Estadual;5;267;CLEMENTINA;EM-3ª série;2;TARDE;1;LÍNGUA PORTUGUESA;274,6
1;1;Rede Estadual;5;267;CLEMENTINA;EM-3ª série;2;TARDE;2;MATEMÁTICA;287,8
1;1;Rede Estadual;5;267;CLEMENTINA;EM-3ª série;2;TARDE;3;CIÊNCIAS;287,9
1;1;Rede Estadual;5;267;CLEMENTINA;EM-3ª série;3;NOITE;1;LÍNGUA PORTUGUESA;248
1;1;Rede Estadual;5;267;CLEMENTINA;EM-3ª série;3;NOITE;2;MATEMÁTICA;259,1
1;1;Rede Estadual;5;267;CLEMENTINA;EM-3ª série;3;NOITE;3;CIÊNCIAS;234,6
1;1;Rede Estadual;5;267;CLEMENTINA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;263,3
1;1;Rede Estadual;5;267;CLEMENTINA;EM-3ª série;9;GERAL;2;MATEMÁTICA;275,6
1;1;Rede Estadual;5;267;CLEMENTINA;EM-3ª série;9;GERAL;3;CIÊNCIAS;267
1;1;Rede Estadual;5;268;COLINA;EM-3ª série;1;MANHÃ;1;LÍNGUA PORTUGUESA;249
1;1;Rede Estadual;5;268;COLINA;EM-3ª série;1;MANHÃ;2;MATEMÁTICA;248,6
1;1;Rede Estadual;5;268;COLINA;EM-3ª série;1;MANHÃ;3;CIÊNCIAS;250,3
1;1;Rede Estadual;5;268;COLINA;EM-3ª série;3;NOITE;1;LÍNGUA PORTUGUESA;241,7
