NO_MUNICIPIO;TP_DEPENDENCIA;QT_DOC_BAS;QT_MAT_BAS;QT_MAT_FUND_AI;QT_MAT_FUND_AF;QT_MAT_BAS_0_3;QT_MAT_BAS_4_5;QT_MAT_BAS_6_10;QT_MAT_BAS_11_14;QT_MAT_BAS_15_17;QT_MAT_BAS_18_MAIS;IN_BIBLIOTECA;IN_LABORATORIO_INFORMATICA;IN_INTERNET;IN_QUADRA_ESPORTES;IN_REFEITORIO;ANO
Adamantina;2;66.0;984.0;0.0;373.0;0.0;0.0;8.0;349.0;455.0;172.0;0.0;1.0;1.0;1.0;1.0;2022
Adamantina;2;19.0;340.0;0.0;340.0;0.0;0.0;8.0;309.0;23.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Adamantina;2;55.0;1008.0;0.0;0.0;0.0;0.0;0.0;4.0;799.0;205.0;1.0;1.0;1.0;1.0;1.0;2022
Adamantina;2;22.0;229.0;0.0;0.0;0.0;0.0;0.0;6.0;128.0;95.0;0.0;1.0;1.0;0.0;1.0;2022
Adamantina;2;30.0;483.0;0.0;331.0;0.0;0.0;2.0;303.0;169.0;9.0;0.0;1.0;1.0;1.0;1.0;2022
Adamantina;2;;;;;;;;;;;;;;;;2022
Adolfo;2;17.0;224.0;0.0;0.0;0.0;0.0;0.0;4.0;200.0;20.0;0.0;1.0;1.0;1.0;1.0;2022
Aguaí;2;35.0;513.0;0.0;418.0;0.0;0.0;2.0;359.0;138.0;14.0;0.0;0.0;1.0;1.0;1.0;2022
Aguaí;2;64.0;980.0;0.0;479.0;0.0;0.0;1.0;408.0;519.0;52.0;0.0;1.0;1.0;1.0;1.0;2022
Aguaí;2;33.0;784.0;0.0;234.0;0.0;0.0;1.0;209.0;348.0;226.0;0.0;1.0;1.0;1.0;0.0;2022
Aguaí;2;34.0;551.0;0.0;0.0;0.0;0.0;0.0;2.0;442.0;107.0;1.0;1.0;1.0;0.0;0.0;2022
Aguaí;2;;;;;;;;;;;0.0;0.0;1.0;0.0;0.0;2022
Aguaí;2;14.0;227.0;227.0;0.0;0.0;0.0;215.0;12.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2022
Águas da Prata;2;31.0;358.0;0.0;206.0;0.0;0.0;0.0;182.0;159.0;17.0;0.0;1.0;1.0;1.0;0.0;2022
Águas da Prata;2;9.0;66.0;0.0;66.0;0.0;0.0;0.0;60.0;6.0;0.0;0.0;0.0;1.0;1.0;1.0;2022
Águas de Lindóia;2;22.0;341.0;0.0;137.0;0.0;0.0;1.0;127.0;200.0;13.0;0.0;1.0;1.0;1.0;1.0;2022
Águas de Lindóia;2;48.0;689.0;110.0;132.0;0.0;0.0;99.0;124.0;366.0;100.0;0.0;1.0;1.0;1.0;1.0;2022
Águas de Lindóia;2;;;;;;;;;;;;;;;;2022
Águas de Santa Bárbara;2;42.0;554.0;0.0;344.0;0.0;0.0;5.0;331.0;208.0;10.0;0.0;1.0;1.0;1.0;1.0;2022
Águas de São Pedro;2;10.0;108.0;0.0;0.0;0.0;0.0;0.0;4.0;96.0;8.0;0.0;1.0;1.0;1.0;1.0;2022
Agudos;2;22.0;270.0;0.0;222.0;0.0;0.0;3.0;208.0;55.0;4.0;0.0;1.0;1.0;1.0;1.0;2022
Agudos;2;44.0;635.0;0.0;285.0;0.0;0.0;3.0;247.0;360.0;25.0;0.0;1.0;1.0;1.0;1.0;2022
Agudos;2;11.0;131.0;0.0;78.0;0.0;0.0;2.0;76.0;52.0;1.0;0.0;1.0;1.0;1.0;1.0;2022
Agudos;2;25.0;366.0;0.0;284.0;0.0;0.0;5.0;270.0;88.0;3.0;0.0;1.0;1.0;1.0;1.0;2022
Agudos;2;50.0;761.0;0.0;334.0;0.0;0.0;6.0;303.0;423.0;29.0;0.0;1.0;1.0;1.0;0.0;2022
Agudos;2;50.0;847.0;0.0;454.0;0.0;0.0;8.0;391.0;426.0;22.0;0.0;1.0;1.0;1.0;0.0;2022
Alambari;2;39.0;527.0;0.0;328.0;0.0;0.0;8.0;312.0;183.0;24.0;0.0;0.0;1.0;1.0;1.0;2022
Alfredo Marcondes;2;50.0;520.0;231.0;180.0;0.0;0.0;224.0;185.0;104.0;7.0;0.0;1.0;1.0;1.0;0.0;2022
Altair;2;19.0;307.0;0.0;197.0;0.0;0.0;5.0;184.0;112.0;6.0;0.0;0.0;1.0;1.0;0.0;2022
Altinópolis;2;45.0;768.0;0.0;334.0;0.0;0.0;10.0;315.0;420.0;23.0;0.0;1.0;1.0;1.0;1.0;2022
Alto Alegre;2;33.0;248.0;0.0;167.0;0.0;0.0;0.0;158.0;75.0;15.0;0.0;1.0;1.0;1.0;0.0;2022
Alumínio;2;42.0;620.0;0.0;0.0;0.0;0.0;0.0;4.0;491.0;125.0;0.0;1.0;1.0;1.0;1.0;2022
Álvares Florence;2;14.0;183.0;0.0;94.0;0.0;0.0;0.0;91.0;89.0;3.0;0.0;1.0;1.0;1.0;0.0;2022
Álvares Machado;2;39.0;683.0;0.0;0.0;0.0;0.0;0.0;3.0;576.0;104.0;1.0;1.0;1.0;1.0;0.0;2022
Álvares Machado;2;20.0;297.0;0.0;0.0;0.0;0.0;0.0;0.0;262.0;35.0;0.0;1.0;1.0;1.0;0.0;2022
Álvaro de Carvalho;2;7.0;89.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.0;0.0;0.0;1.0;0.0;0.0;2022
Álvaro de Carvalho;2;25.0;323.0;0.0;196.0;0.0;0.0;2.0;189.0;123.0;9.0;0.0;1.0;1.0;1.0;0.0;2022
Álvaro de Carvalho;2;15.0;241.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;241.0;0.0;0.0;1.0;0.0;0.0;2022
Alvinlândia;2;25.0;380.0;0.0;181.0;0.0;0.0;5.0;174.0;177.0;24.0;0.0;1.0;1.0;1.0;1.0;2022
Americana;2;20.0;251.0;251.0;0.0;0.0;1.0;243.0;7.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2022
Americana;2;29.0;454.0;181.0;273.0;0.0;2.0;176.0;264.0;12.0;0.0;0.0;0.0;1.0;1.0;0.0;2022
Americana;2;25.0;337.0;0.0;267.0;0.0;0.0;6.0;252.0;78.0;1.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;33.0;491.0;0.0;349.0;0.0;0.0;10.0;323.0;154.0;4.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;15.0;196.0;196.0;0.0;0.0;0.0;194.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;22.0;268.0;268.0;0.0;0.0;2.0;264.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;19.0;230.0;0.0;157.0;0.0;0.0;5.0;145.0;77.0;3.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;27.0;340.0;340.0;0.0;0.0;4.0;329.0;6.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;24.0;387.0;387.0;0.0;0.0;4.0;374.0;9.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;16.0;264.0;264.0;0.0;0.0;3.0;257.0;4.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;62.0;1044.0;168.0;423.0;0.0;0.0;167.0;401.0;458.0;18.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;85.0;1371.0;0.0;262.0;0.0;0.0;5.0;255.0;1035.0;76.0;1.0;1.0;1.0;1.0;0.0;2022
Americana;2;22.0;373.0;373.0;0.0;0.0;8.0;360.0;5.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2022
Americana;2;75.0;949.0;0.0;179.0;0.0;0.0;1.0;173.0;577.0;198.0;0.0;1.0;1.0;1.0;1.0;2022
Americana;2;25.0;448.0;0.0;314.0;0.0;0.0;1.0;301.0;143.0;3.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;20.0;370.0;0.0;0.0;0.0;0.0;0.0;9.0;349.0;12.0;0.0;1.0;1.0;1.0;1.0;2022
Americana;2;13.0;190.0;190.0;0.0;0.0;2.0;182.0;6.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2022
Americana;2;65.0;781.0;179.0;259.0;0.0;2.0;183.0;245.0;339.0;12.0;0.0;0.0;1.0;1.0;0.0;2022
Americana;2;28.0;366.0;139.0;121.0;0.0;3.0;135.0;121.0;101.0;6.0;0.0;1.0;1.0;0.0;0.0;2022
Americana;2;14.0;220.0;220.0;0.0;0.0;3.0;216.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;59.0;1158.0;0.0;452.0;0.0;0.0;6.0;413.0;676.0;63.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;22.0;267.0;0.0;185.0;0.0;0.0;3.0;179.0;83.0;2.0;0.0;1.0;1.0;1.0;1.0;2022
Americana;2;13.0;130.0;130.0;0.0;0.0;2.0;125.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;;;;;;;;;;;;;;;;2022
Americana;2;22.0;370.0;0.0;283.0;0.0;0.0;2.0;280.0;85.0;3.0;0.0;1.0;1.0;1.0;1.0;2022
Americana;2;117.0;2279.0;0.0;0.0;0.0;0.0;0.0;38.0;1632.0;609.0;1.0;1.0;1.0;1.0;1.0;2022
Americana;2;22.0;289.0;289.0;0.0;0.0;3.0;284.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2022
Americana;2;32.0;538.0;538.0;0.0;0.0;0.0;522.0;16.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;;;;;;;;;;;0.0;0.0;1.0;0.0;0.0;2022
Americana;2;20.0;328.0;328.0;0.0;0.0;0.0;322.0;6.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2022
Americana;2;51.0;727.0;0.0;296.0;0.0;0.0;4.0;284.0;423.0;16.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;4.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;0.0;2022
Americana;2;;;;;;;;;;;;;;;;2022
Americana;2;24.0;322.0;0.0;253.0;0.0;0.0;4.0;246.0;69.0;3.0;0.0;1.0;1.0;1.0;1.0;2022
Americana;2;30.0;577.0;0.0;438.0;0.0;0.0;3.0;427.0;146.0;1.0;0.0;0.0;1.0;1.0;1.0;2022
Americana;2;17.0;274.0;0.0;0.0;0.0;0.0;0.0;6.0;264.0;4.0;0.0;1.0;1.0;1.0;1.0;2022
Americana;2;14.0;189.0;0.0;147.0;0.0;0.0;2.0;139.0;45.0;3.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;72.0;950.0;0.0;282.0;0.0;0.0;4.0;278.0;616.0;52.0;0.0;1.0;1.0;1.0;1.0;2022
Americana;2;39.0;360.0;0.0;242.0;0.0;0.0;1.0;234.0;119.0;6.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;24.0;270.0;0.0;270.0;0.0;0.0;1.0;256.0;13.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;14.0;210.0;210.0;0.0;0.0;3.0;200.0;7.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2022
Americana;2;35.0;414.0;0.0;214.0;0.0;0.0;5.0;203.0;177.0;29.0;0.0;0.0;1.0;1.0;0.0;2022
Americana;2;17.0;102.0;0.0;93.0;0.0;0.0;3.0;83.0;16.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Americana;2;41.0;747.0;0.0;173.0;0.0;0.0;5.0;159.0;555.0;28.0;0.0;1.0;1.0;1.0;1.0;2022
Americana;2;13.0;2417.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2416.0;0.0;0.0;1.0;0.0;0.0;2022
Américo Brasiliense;2;51.0;759.0;0.0;169.0;0.0;0.0;0.0;155.0;577.0;27.0;0.0;1.0;1.0;1.0;1.0;2022
Américo Brasiliense;2;27.0;353.0;0.0;240.0;0.0;0.0;0.0;224.0;126.0;3.0;0.0;1.0;1.0;0.0;0.0;2022
Américo Brasiliense;2;;;;;;;;;;;0.0;0.0;1.0;0.0;0.0;2022
Américo Brasiliense;2;72.0;1170.0;0.0;240.0;0.0;0.0;0.0;216.0;654.0;300.0;0.0;1.0;1.0;1.0;1.0;2022
Américo de Campos;2;14.0;118.0;0.0;78.0;0.0;0.0;2.0;67.0;43.0;6.0;0.0;1.0;1.0;1.0;1.0;2022
Amparo;2;27.0;481.0;197.0;284.0;0.0;0.0;201.0;267.0;13.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Amparo;2;43.0;542.0;146.0;246.0;0.0;0.0;149.0;226.0;146.0;21.0;0.0;0.0;1.0;1.0;0.0;2022
Amparo;2;52.0;493.0;0.0;239.0;0.0;0.0;4.0;214.0;231.0;44.0;1.0;1.0;1.0;1.0;0.0;2022
Amparo;2;48.0;521.0;0.0;220.0;0.0;0.0;2.0;191.0;222.0;106.0;0.0;0.0;1.0;1.0;0.0;2022
Amparo;2;53.0;516.0;196.0;154.0;0.0;0.0;189.0;139.0;175.0;13.0;0.0;0.0;1.0;1.0;0.0;2022
Amparo;2;31.0;510.0;0.0;176.0;0.0;0.0;6.0;164.0;325.0;15.0;0.0;1.0;1.0;1.0;1.0;2022
Amparo;2;99.0;1744.0;0.0;0.0;0.0;0.0;0.0;8.0;894.0;842.0;1.0;1.0;1.0;1.0;1.0;2022
Amparo;2;64.0;949.0;0.0;498.0;0.0;0.0;10.0;425.0;438.0;76.0;0.0;0.0;1.0;1.0;0.0;2022
Amparo;2;45.0;492.0;0.0;194.0;0.0;0.0;5.0;173.0;213.0;101.0;0.0;1.0;1.0;1.0;0.0;2022
Amparo;2;30.0;332.0;0.0;169.0;0.0;0.0;1.0;153.0;140.0;38.0;0.0;1.0;1.0;1.0;1.0;2022
Amparo;2;19.0;174.0;60.0;63.0;0.0;1.0;59.0;64.0;41.0;9.0;0.0;1.0;1.0;1.0;0.0;2022
Amparo;2;10.0;88.0;88.0;0.0;0.0;0.0;87.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2022
Amparo;2;33.0;419.0;137.0;282.0;0.0;3.0;142.0;252.0;22.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Amparo;2;10.0;176.0;176.0;0.0;0.0;2.0;173.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2022
Analândia;2;15.0;142.0;0.0;0.0;0.0;0.0;0.0;1.0;118.0;23.0;0.0;1.0;1.0;0.0;0.0;2022
Andradina;2;27.0;412.0;0.0;300.0;0.0;0.0;4.0;278.0;125.0;5.0;0.0;1.0;1.0;1.0;0.0;2022
Andradina;2;64.0;1222.0;0.0;554.0;0.0;0.0;14.0;508.0;589.0;111.0;0.0;1.0;1.0;1.0;1.0;2022
Andradina;2;50.0;822.0;0.0;414.0;0.0;0.0;9.0;380.0;426.0;7.0;0.0;1.0;1.0;1.0;1.0;2022
Andradina;2;59.0;1039.0;0.0;569.0;0.0;0.0;8.0;507.0;496.0;28.0;0.0;1.0;1.0;1.0;1.0;2022
Andradina;2;12.0;167.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;167.0;0.0;0.0;0.0;0.0;0.0;2022
Andradina;2;16.0;66.0;0.0;36.0;0.0;0.0;0.0;33.0;32.0;1.0;0.0;1.0;1.0;1.0;0.0;2022
Andradina;2;59.0;1177.0;0.0;0.0;0.0;0.0;0.0;6.0;665.0;506.0;1.0;1.0;1.0;1.0;1.0;2022
Andradina;2;25.0;410.0;0.0;289.0;0.0;0.0;4.0;258.0;145.0;3.0;0.0;1.0;1.0;1.0;1.0;2022
Angatuba;2;55.0;751.0;0.0;36.0;0.0;0.0;0.0;49.0;601.0;101.0;0.0;1.0;1.0;1.0;1.0;2022
Angatuba;2;14.0;219.0;219.0;0.0;0.0;0.0;209.0;9.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2022
Angatuba;2;16.0;252.0;0.0;185.0;0.0;0.0;5.0;177.0;67.0;3.0;0.0;1.0;1.0;1.0;0.0;2022
Anhembi;2;17.0;325.0;0.0;0.0;0.0;0.0;0.0;2.0;268.0;55.0;0.0;1.0;1.0;1.0;1.0;2022
Anhembi;2;;;;;;;;;;;;;;;;2022
Anhembi;2;;;;;;;;;;;;;;;;2022
Anhumas;2;23.0;281.0;0.0;187.0;0.0;0.0;2.0;169.0;103.0;7.0;0.0;1.0;1.0;1.0;1.0;2022
Aparecida;2;;;;;;;;;;;;;;;;2022
Aparecida;2;;;;;;;;;;;;;;;;2022
Aparecida;2;14.0;104.0;0.0;0.0;0.0;0.0;0.0;1.0;91.0;12.0;0.0;0.0;1.0;1.0;0.0;2022
Aparecida;2;;;;;;;;;;;;;;;;2022
Aparecida;2;18.0;257.0;0.0;0.0;0.0;0.0;0.0;6.0;243.0;8.0;0.0;1.0;1.0;1.0;0.0;2022
Aparecida;2;30.0;482.0;0.0;0.0;0.0;0.0;0.0;6.0;272.0;204.0;0.0;1.0;1.0;1.0;0.0;2022
Aparecida;2;23.0;301.0;0.0;0.0;0.0;0.0;0.0;2.0;274.0;25.0;0.0;1.0;1.0;0.0;0.0;2022
Aparecida;2;;;;;;;;;;;;;;;;2022
Aparecida;2;;;;;;;;;;;;;;;;2022
Aparecida;2;;;;;;;;;;;;;;;;2022
Aparecida d'Oeste;2;28.0;290.0;0.0;174.0;0.0;0.0;3.0;163.0;119.0;5.0;0.0;1.0;1.0;1.0;0.0;2022
Apiaí;2;22.0;426.0;0.0;426.0;0.0;0.0;11.0;392.0;23.0;0.0;0.0;0.0;1.0;1.0;0.0;2022
Apiaí;2;19.0;298.0;0.0;0.0;0.0;0.0;0.0;5.0;275.0;18.0;0.0;1.0;1.0;1.0;1.0;2022
Apiaí;2;29.0;354.0;125.0;124.0;0.0;0.0;125.0;122.0;92.0;15.0;0.0;1.0;1.0;1.0;0.0;2022
Apiaí;2;40.0;438.0;136.0;197.0;0.0;0.0;139.0;183.0;90.0;26.0;0.0;0.0;1.0;1.0;0.0;2022
Apiaí;2;34.0;308.0;72.0;125.0;0.0;0.0;75.0;115.0;103.0;15.0;0.0;0.0;1.0;1.0;0.0;2022
Apiaí;2;29.0;457.0;168.0;170.0;0.0;0.0;168.0;171.0;113.0;5.0;0.0;1.0;1.0;1.0;0.0;2022
Apiaí;2;31.0;189.0;58.0;85.0;0.0;0.0;60.0;82.0;46.0;1.0;0.0;1.0;1.0;1.0;0.0;2022
Apiaí;2;24.0;257.0;89.0;75.0;0.0;0.0;91.0;74.0;62.0;30.0;0.0;1.0;1.0;1.0;0.0;2022
Apiaí;2;;;;;;;;;;;;;;;;2022
Apiaí;2;;;;;;;;;;;;;;;;2022
Apiaí;2;;;;;;;;;;;;;;;;2022
Apiaí;2;;;;;;;;;;;;;;;;2022
Apiaí;2;20.0;308.0;0.0;0.0;0.0;0.0;0.0;9.0;219.0;80.0;1.0;1.0;1.0;1.0;0.0;2022
Apiaí;2;28.0;255.0;70.0;86.0;0.0;0.0;71.0;93.0;90.0;1.0;0.0;1.0;1.0;1.0;1.0;2022
Apiaí;2;10.0;63.0;34.0;29.0;0.0;0.0;34.0;29.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2022
Araçariguama;2;54.0;909.0;0.0;0.0;0.0;0.0;0.0;19.0;745.0;145.0;0.0;1.0;1.0;1.0;0.0;2022
Araçatuba;2;15.0;287.0;0.0;174.0;0.0;0.0;2.0;169.0;113.0;3.0;0.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;19.0;355.0;0.0;266.0;0.0;0.0;1.0;255.0;97.0;2.0;0.0;0.0;1.0;1.0;1.0;2022
Araçatuba;2;35.0;535.0;0.0;379.0;0.0;0.0;1.0;347.0;185.0;2.0;0.0;0.0;1.0;1.0;1.0;2022
Araçatuba;2;44.0;733.0;0.0;321.0;0.0;0.0;2.0;308.0;415.0;8.0;0.0;1.0;1.0;1.0;0.0;2022
Araçatuba;2;35.0;689.0;0.0;436.0;0.0;0.0;3.0;416.0;262.0;8.0;0.0;0.0;1.0;1.0;1.0;2022
Araçatuba;2;;;;;;;;;;;;;;;;2022
Araçatuba;2;88.0;1596.0;0.0;377.0;0.0;0.0;1.0;362.0;1195.0;38.0;1.0;1.0;1.0;1.0;0.0;2022
Araçatuba;2;103.0;1154.0;0.0;403.0;0.0;0.0;2.0;374.0;670.0;108.0;0.0;1.0;1.0;1.0;0.0;2022
Araçatuba;2;18.0;374.0;0.0;374.0;0.0;0.0;1.0;359.0;14.0;0.0;0.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;40.0;534.0;0.0;214.0;0.0;0.0;2.0;193.0;326.0;13.0;0.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;23.0;378.0;0.0;249.0;0.0;0.0;1.0;243.0;131.0;3.0;0.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;28.0;488.0;0.0;341.0;0.0;0.0;0.0;324.0;162.0;2.0;0.0;1.0;1.0;1.0;0.0;2022
Araçatuba;2;24.0;417.0;0.0;306.0;0.0;0.0;1.0;291.0;118.0;7.0;0.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;23.0;414.0;0.0;275.0;0.0;0.0;1.0;255.0;151.0;7.0;0.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;22.0;291.0;0.0;201.0;0.0;0.0;1.0;180.0;102.0;8.0;0.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;;;;;;;;;;;;;;;;2022
Araçatuba;2;14.0;256.0;0.0;256.0;0.0;0.0;3.0;244.0;9.0;0.0;0.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;26.0;274.0;0.0;164.0;0.0;0.0;0.0;155.0;115.0;4.0;0.0;1.0;1.0;0.0;1.0;2022
Araçatuba;2;14.0;279.0;0.0;279.0;0.0;0.0;2.0;269.0;8.0;0.0;0.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;;;;;;;;;;;;;;;;2022
Araçatuba;2;3.0;11.0;0.0;0.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2022
Araçatuba;2;8.0;43.0;0.0;25.0;0.0;0.0;0.0;4.0;38.0;1.0;0.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;51.0;859.0;0.0;0.0;0.0;0.0;0.0;10.0;602.0;247.0;1.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;12.0;39.0;0.0;6.0;0.0;0.0;0.0;0.0;23.0;16.0;1.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;5.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;;;;;;;;;;;;;;;;2022
Araçatuba;2;;;;;;;;;;;;;;;;2022
Araçatuba;2;12.0;1074.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1070.0;0.0;0.0;1.0;0.0;0.0;2022
Araçatuba;2;8.0;64.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;0.0;0.0;1.0;0.0;1.0;2022
Araçatuba;2;54.0;1039.0;0.0;435.0;0.0;0.0;1.0;415.0;606.0;17.0;0.0;1.0;1.0;1.0;0.0;2022
Araçatuba;2;16.0;210.0;0.0;151.0;0.0;0.0;0.0;142.0;66.0;2.0;0.0;1.0;1.0;1.0;0.0;2022
Araçatuba;2;47.0;820.0;0.0;308.0;0.0;0.0;2.0;290.0;509.0;19.0;0.0;0.0;1.0;1.0;1.0;2022
Araçatuba;2;25.0;358.0;0.0;258.0;0.0;0.0;0.0;225.0;128.0;5.0;0.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;26.0;458.0;0.0;305.0;0.0;0.0;0.0;285.0;166.0;7.0;1.0;1.0;1.0;1.0;1.0;2022
Araçatuba;2;;;;;;;;;;;0.0;1.0;1.0;1.0;0.0;2022
Araçoiaba da Serra;2;45.0;1132.0;0.0;0.0;0.0;0.0;0.0;18.0;1072.0;42.0;0.0;1.0;1.0;1.0;1.0;2022
Araçoiaba da Serra;2;;;;;;;;;;;0.0;0.0;1.0;0.0;0.0;2022
Araçoiaba da Serra;2;26.0;413.0;0.0;0.0;0.0;0.0;0.0;8.0;388.0;17.0;0.0;0.0;1.0;1.0;0.0;2022
Aramina;2;25.0;496.0;0.0;305.0;0.0;0.0;4.0;281.0;191.0;20.0;0.0;1.0;1.0;1.0;0.0;2022
Arandu;2;47.0;560.0;0.0;356.0;0.0;0.0;13.0;324.0;209.0;14.0;0.0;0.0;1.0;1.0;0.0;2022
Arapeí;2;12.0;101.0;0.0;0.0;0.0;0.0;0.0;4.0;82.0;15.0;0.0;1.0;1.0;1.0;1.0;2022
Araraquara;2;23.0;333.0;0.0;205.0;0.0;0.0;0.0;199.0;134.0;0.0;0.0;1.0;1.0;1.0;1.0;2022
Araraquara;2;24.0;360.0;0.0;140.0;0.0;0.0;0.0;138.0;208.0;14.0;0.0;1.0;1.0;1.0;1.0;2022
Araraquara;2;75.0;1250.0;0.0;0.0;0.0;0.0;0.0;15.0;690.0;545.0;1.0;1.0;1.0;1.0;1.0;2022
Araraquara;2;97.0;1706.0;0.0;345.0;0.0;0.0;0.0;345.0;1120.0;241.0;0.0;1.0;1.0;1.0;1.0;2022
Araraquara;2;17.0;346.0;346.0;0.0;0.0;0.0;334.0;12.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2022
Araraquara;2;33.0;563.0;563.0;0.0;0.0;2.0;545.0;16.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Araraquara;2;21.0;300.0;300.0;0.0;0.0;0.0;284.0;16.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Araraquara;2;27.0;432.0;0.0;274.0;0.0;0.0;1.0;267.0;160.0;4.0;0.0;0.0;1.0;1.0;0.0;2022
Araraquara;2;25.0;306.0;0.0;211.0;0.0;0.0;0.0;208.0;97.0;1.0;0.0;1.0;1.0;1.0;0.0;2022
Araraquara;2;30.0;507.0;507.0;0.0;0.0;1.0;494.0;12.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2022
Araraquara;2;39.0;620.0;0.0;164.0;0.0;0.0;0.0;158.0;405.0;57.0;0.0;0.0;1.0;1.0;1.0;2022
Araraquara;2;76.0;1260.0;0.0;548.0;0.0;0.0;4.0;535.0;522.0;199.0;0.0;1.0;1.0;1.0;1.0;2022
Araraquara;2;30.0;542.0;542.0;0.0;0.0;1.0;527.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2022
Araraquara;2;18.0;303.0;0.0;0.0;0.0;0.0;0.0;11.0;285.0;7.0;0.0;1.0;1.0;1.0;1.0;2022
Araraquara;2;23.0;403.0;0.0;281.0;0.0;0.0;1.0;281.0;121.0;0.0;0.0;0.0;1.0;1.0;1.0;2022
Araraquara;2;33.0;501.0;501.0;0.0;0.0;0.0;479.0;22.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2022
Araraquara;2;43.0;715.0;0.0;293.0;0.0;0.0;1.0;295.0;414.0;5.0;0.0;1.0;1.0;1.0;0.0;2022
Araraquara;2;31.0;367.0;0.0;214.0;0.0;0.0;1.0;203.0;155.0;8.0;0.0;1.0;1.0;1.0;1.0;2022
Araraquara;2;29.0;550.0;550.0;0.0;0.0;0.0;528.0;22.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2022
Araraquara;2;23.0;375.0;0.0;247.0;0.0;0.0;1.0;241.0;122.0;11.0;0.0;1.0;1.0;1.0;1.0;2022
Araraquara;2;32.0;543.0;0.0;327.0;0.0;0.0;0.0;311.0;223.0;9.0;0.0;1.0;1.0;1.0;0.0;2022
