NO_MUNICIPIO,TP_DEPENDENCIA,QT_DOC_BAS,QT_MAT_BAS,QT_MAT_FUND_AI,QT_MAT_FUND_AF,QT_MAT_BAS_0_3,QT_MAT_BAS_4_5,QT_MAT_BAS_6_10,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_MAT_BAS_18_MAIS,IN_BIBLIOTECA,IN_LABORATORIO_INFORMATICA,IN_INTERNET,IN_QUADRA_ESPORTES,IN_REFEITORIO,ANO
Americana,2,50.0,891.0,0.0,265.0,0.0,0.0,7.0,249.0,607.0,28.0,0.0,1.0,1.0,1.0,1.0,2024
Americana,2,19.0,371.0,0.0,281.0,0.0,0.0,6.0,265.0,97.0,3.0,0.0,1.0,1.0,1.0,0.0,2024
Americana,2,28.0,270.0,0.0,270.0,0.0,0.0,6.0,256.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,2024
Americana,2,13.0,186.0,186.0,0.0,0.0,0.0,184.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2024
Americana,2,18.0,284.0,0.0,216.0,0.0,0.0,6.0,200.0,74.0,4.0,0.0,0.0,1.0,1.0,0.0,2024
Americana,2,11.0,110.0,0.0,97.0,0.0,0.0,3.0,88.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,2024
Americana,2,33.0,736.0,0.0,217.0,0.0,0.0,5.0,206.0,499.0,26.0,0.0,1.0,1.0,1.0,1.0,2024
Americana,2,12.0,1436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.0,0.0,0.0,1.0,0.0,0.0,2024
Américo Brasiliense,2,36.0,785.0,0.0,152.0,0.0,0.0,0.0,142.0,584.0,59.0,0.0,1.0,1.0,1.0,0.0,2024
Américo Brasiliense,2,19.0,383.0,0.0,247.0,0.0,0.0,0.0,237.0,141.0,5.0,0.0,1.0,1.0,0.0,0.0,2024
Américo Brasiliense,2,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,2024
Américo Brasiliense,2,44.0,847.0,0.0,156.0,0.0,0.0,0.0,141.0,508.0,198.0,0.0,1.0,1.0,1.0,1.0,2024
Américo de Campos,2,13.0,130.0,0.0,91.0,0.0,0.0,3.0,80.0,44.0,3.0,0.0,1.0,1.0,1.0,1.0,2024
Amparo,2,14.0,264.0,0.0,264.0,0.0,0.0,8.0,252.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,2024
Amparo,2,31.0,433.0,0.0,219.0,0.0,0.0,4.0,203.0,195.0,31.0,1.0,0.0,1.0,1.0,0.0,2024
Amparo,2,28.0,504.0,0.0,224.0,0.0,0.0,5.0,212.0,240.0,47.0,0.0,0.0,1.0,1.0,0.0,2024
Amparo,2,35.0,634.0,0.0,247.0,0.0,0.0,9.0,242.0,288.0,95.0,0.0,1.0,1.0,1.0,1.0,2024
Amparo,2,78.0,1564.0,0.0,0.0,0.0,0.0,0.0,23.0,900.0,641.0,1.0,1.0,1.0,1.0,1.0,2024
Amparo,2,60.0,1019.0,0.0,472.0,0.0,0.0,1.0,434.0,512.0,72.0,0.0,0.0,1.0,1.0,0.0,2024
Amparo,2,41.0,407.0,0.0,139.0,0.0,0.0,4.0,137.0,233.0,33.0,0.0,0.0,1.0,1.0,0.0,2024
Amparo,2,32.0,358.0,0.0,151.0,0.0,0.0,3.0,142.0,188.0,25.0,0.0,1.0,1.0,1.0,1.0,2024
Amparo,2,26.0,199.0,44.0,81.0,0.0,0.0,43.0,80.0,63.0,13.0,0.0,0.0,1.0,1.0,1.0,2024
Amparo,2,10.0,94.0,94.0,0.0,0.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024
Amparo,2,20.0,362.0,119.0,243.0,0.0,0.0,121.0,231.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,2024
Amparo,2,12.0,157.0,157.0,0.0,0.0,3.0,154.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2024
Amparo,2,46.0,610.0,193.0,215.0,0.0,1.0,197.0,212.0,186.0,14.0,0.0,0.0,1.0,1.0,0.0,2024
Amparo,2,37.0,517.0,181.0,156.0,0.0,0.0,180.0,158.0,163.0,16.0,0.0,0.0,1.0,1.0,0.0,2024
Analândia,2,11.0,129.0,0.0,0.0,0.0,0.0,0.0,3.0,118.0,8.0,0.0,0.0,1.0,0.0,0.0,2024
Andradina,2,22.0,411.0,0.0,311.0,0.0,0.0,5.0,296.0,108.0,2.0,0.0,1.0,1.0,1.0,0.0,2024
Andradina,2,52.0,1335.0,0.0,588.0,0.0,0.0,8.0,560.0,629.0,138.0,0.0,1.0,1.0,1.0,1.0,2024
Andradina,2,30.0,697.0,0.0,412.0,0.0,0.0,8.0,389.0,283.0,17.0,0.0,0.0,1.0,1.0,1.0,2024
Andradina,2,44.0,938.0,0.0,543.0,0.0,0.0,12.0,506.0,394.0,26.0,0.0,1.0,1.0,1.0,1.0,2024
Andradina,2,6.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,2024
Andradina,2,9.0,50.0,0.0,28.0,0.0,0.0,1.0,28.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,2024
Andradina,2,51.0,725.0,0.0,0.0,0.0,0.0,0.0,7.0,418.0,300.0,0.0,1.0,1.0,1.0,1.0,2024
Andradina,2,20.0,351.0,0.0,243.0,0.0,0.0,4.0,236.0,105.0,6.0,0.0,1.0,1.0,1.0,1.0,2024
Angatuba,2,48.0,827.0,0.0,0.0,0.0,0.0,0.0,14.0,706.0,107.0,0.0,1.0,1.0,1.0,1.0,2024
Angatuba,2,,,,,,,,,,,,,,,,2024
Angatuba,2,15.0,203.0,0.0,203.0,0.0,0.0,3.0,192.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,2024
Anhembi,2,15.0,321.0,0.0,0.0,0.0,0.0,0.0,3.0,285.0,33.0,0.0,1.0,1.0,1.0,1.0,2024
Anhembi,2,,,,,,,,,,,,,,,,2024
Anhembi,2,,,,,,,,,,,,,,,,2024
Anhumas,2,18.0,255.0,0.0,178.0,0.0,0.0,3.0,167.0,83.0,2.0,0.0,1.0,1.0,1.0,1.0,2024
Aparecida,2,,,,,,,,,,,,,,,,2024
Aparecida,2,,,,,,,,,,,,,,,,2024
Aparecida,2,9.0,86.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,8.0,0.0,0.0,1.0,1.0,0.0,2024
Aparecida,2,,,,,,,,,,,,,,,,2024
Aparecida,2,10.0,177.0,0.0,0.0,0.0,0.0,0.0,4.0,161.0,12.0,0.0,1.0,1.0,1.0,0.0,2024
Aparecida,2,27.0,496.0,0.0,0.0,0.0,0.0,0.0,10.0,352.0,134.0,0.0,1.0,1.0,1.0,0.0,2024
Aparecida,2,21.0,387.0,0.0,0.0,0.0,0.0,0.0,2.0,357.0,28.0,0.0,1.0,1.0,0.0,0.0,2024
Aparecida,2,,,,,,,,,,,,,,,,2024
Aparecida,2,,,,,,,,,,,,,,,,2024
Aparecida,2,,,,,,,,,,,,,,,,2024
Aparecida d'Oeste,2,18.0,282.0,0.0,177.0,0.0,0.0,3.0,170.0,102.0,7.0,0.0,1.0,1.0,1.0,0.0,2024
Apiaí,2,19.0,390.0,0.0,390.0,0.0,0.0,9.0,372.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,2024
Apiaí,2,19.0,294.0,0.0,0.0,0.0,0.0,0.0,12.0,267.0,15.0,0.0,1.0,1.0,1.0,1.0,2024
Apiaí,2,26.0,344.0,95.0,195.0,0.0,0.0,95.0,192.0,54.0,3.0,0.0,0.0,1.0,1.0,0.0,2024
Apiaí,2,28.0,263.0,65.0,120.0,0.0,0.0,65.0,121.0,52.0,25.0,0.0,0.0,1.0,1.0,0.0,2024
Apiaí,2,20.0,172.0,59.0,85.0,0.0,0.0,60.0,85.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,2024
Apiaí,2,,,,,,,,,,,,,,,,2024
Apiaí,2,,,,,,,,,,,,,,,,2024
Apiaí,2,,,,,,,,,,,,,,,,2024
Apiaí,2,,,,,,,,,,,,,,,,2024
Apiaí,2,17.0,305.0,0.0,0.0,0.0,0.0,0.0,3.0,269.0,33.0,1.0,1.0,1.0,1.0,0.0,2024
Apiaí,2,22.0,302.0,65.0,97.0,0.0,0.0,66.0,97.0,137.0,2.0,0.0,0.0,1.0,1.0,0.0,2024
Apiaí,2,19.0,76.0,33.0,31.0,0.0,0.0,35.0,29.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,2024
Apiaí,2,17.0,277.0,99.0,111.0,0.0,0.0,99.0,111.0,67.0,0.0,0.0,1.0,1.0,1.0,0.0,2024
Apiaí,2,29.0,515.0,174.0,159.0,0.0,0.0,177.0,156.0,161.0,21.0,0.0,1.0,1.0,1.0,0.0,2024
Apiaí,2,16.0,254.0,70.0,96.0,0.0,0.0,72.0,94.0,80.0,8.0,0.0,1.0,1.0,1.0,0.0,2024
Araçariguama,2,46.0,1033.0,0.0,0.0,0.0,0.0,0.0,12.0,879.0,142.0,0.0,1.0,1.0,1.0,0.0,2024
Araçatuba,2,14.0,281.0,0.0,145.0,0.0,0.0,0.0,149.0,128.0,4.0,0.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,18.0,338.0,0.0,253.0,0.0,0.0,1.0,231.0,104.0,2.0,0.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,27.0,409.0,0.0,339.0,0.0,0.0,2.0,306.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,30.0,595.0,0.0,356.0,0.0,0.0,1.0,333.0,249.0,12.0,0.0,1.0,1.0,1.0,0.0,2024
Araçatuba,2,26.0,611.0,0.0,420.0,0.0,0.0,2.0,393.0,210.0,6.0,0.0,0.0,1.0,1.0,1.0,2024
Araçatuba,2,,,,,,,,,,,,,,,,2024
Araçatuba,2,62.0,1595.0,0.0,485.0,0.0,0.0,0.0,469.0,1052.0,74.0,0.0,1.0,1.0,1.0,0.0,2024
Araçatuba,2,65.0,1534.0,0.0,525.0,0.0,0.0,0.0,480.0,961.0,93.0,1.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,18.0,368.0,0.0,368.0,0.0,0.0,2.0,340.0,26.0,0.0,0.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,29.0,421.0,0.0,228.0,0.0,0.0,0.0,202.0,212.0,7.0,0.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,20.0,371.0,0.0,235.0,0.0,0.0,1.0,223.0,143.0,4.0,0.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,24.0,537.0,0.0,358.0,0.0,0.0,1.0,337.0,193.0,6.0,0.0,1.0,1.0,1.0,0.0,2024
Araçatuba,2,20.0,327.0,0.0,239.0,0.0,0.0,0.0,215.0,112.0,0.0,0.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,21.0,390.0,0.0,272.0,0.0,0.0,0.0,250.0,130.0,10.0,0.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,20.0,326.0,0.0,243.0,0.0,0.0,1.0,227.0,94.0,4.0,0.0,0.0,1.0,1.0,1.0,2024
Araçatuba,2,,,,,,,,,,,,,,,,2024
Araçatuba,2,14.0,273.0,0.0,273.0,0.0,0.0,1.0,265.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,23.0,272.0,0.0,189.0,0.0,0.0,2.0,166.0,100.0,4.0,0.0,1.0,1.0,0.0,1.0,2024
Araçatuba,2,18.0,353.0,0.0,353.0,0.0,0.0,0.0,331.0,22.0,0.0,0.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,,,,,,,,,,,,,,,,2024
Araçatuba,2,3.0,14.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024
Araçatuba,2,7.0,35.0,0.0,16.0,0.0,0.0,0.0,4.0,27.0,4.0,0.0,0.0,1.0,1.0,1.0,2024
Araçatuba,2,49.0,733.0,0.0,0.0,0.0,0.0,0.0,6.0,486.0,241.0,1.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,7.0,46.0,0.0,13.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,,,,,,,,,,,,,,,,2024
Araçatuba,2,,,,,,,,,,,,,,,,2024
Araçatuba,2,,,,,,,,,,,,,,,,2024
Araçatuba,2,12.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,1.0,0.0,0.0,2024
Araçatuba,2,8.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,2024
Araçatuba,2,43.0,1142.0,0.0,457.0,0.0,0.0,0.0,435.0,653.0,54.0,0.0,1.0,1.0,1.0,0.0,2024
Araçatuba,2,15.0,205.0,0.0,152.0,0.0,0.0,0.0,147.0,55.0,3.0,0.0,1.0,1.0,1.0,0.0,2024
Araçatuba,2,37.0,837.0,0.0,300.0,0.0,0.0,0.0,278.0,538.0,21.0,0.0,0.0,1.0,1.0,1.0,2024
Araçatuba,2,19.0,339.0,0.0,264.0,0.0,0.0,1.0,224.0,109.0,5.0,0.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,25.0,459.0,0.0,336.0,0.0,0.0,2.0,314.0,137.0,6.0,0.0,1.0,1.0,1.0,1.0,2024
Araçatuba,2,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,2024
Araçoiaba da Serra,2,42.0,948.0,0.0,0.0,0.0,0.0,0.0,10.0,897.0,41.0,0.0,1.0,1.0,1.0,0.0,2024
Araçoiaba da Serra,2,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,2024
Araçoiaba da Serra,2,20.0,313.0,0.0,0.0,0.0,0.0,0.0,7.0,293.0,13.0,0.0,0.0,1.0,1.0,0.0,2024
Aramina,2,21.0,440.0,0.0,303.0,0.0,0.0,7.0,282.0,143.0,8.0,0.0,1.0,1.0,1.0,0.0,2024
Arandu,2,35.0,584.0,0.0,343.0,0.0,0.0,6.0,329.0,224.0,25.0,0.0,0.0,1.0,1.0,0.0,2024
Arapeí,2,12.0,95.0,0.0,0.0,0.0,0.0,0.0,1.0,89.0,5.0,0.0,1.0,1.0,1.0,0.0,2024
Araraquara,2,20.0,390.0,0.0,275.0,0.0,0.0,1.0,267.0,116.0,6.0,0.0,1.0,1.0,1.0,1.0,2024
Araraquara,2,20.0,338.0,0.0,125.0,0.0,0.0,0.0,120.0,212.0,6.0,0.0,1.0,1.0,1.0,1.0,2024
Araraquara,2,81.0,1220.0,0.0,0.0,0.0,0.0,0.0,3.0,588.0,629.0,1.0,1.0,1.0,1.0,1.0,2024
Araraquara,2,81.0,1879.0,0.0,330.0,0.0,0.0,0.0,299.0,1323.0,257.0,0.0,1.0,1.0,1.0,1.0,2024
Araraquara,2,18.0,300.0,300.0,0.0,0.0,0.0,287.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2024
Araraquara,2,19.0,419.0,0.0,289.0,0.0,0.0,0.0,273.0,143.0,3.0,0.0,0.0,1.0,1.0,0.0,2024
Araraquara,2,19.0,343.0,0.0,275.0,0.0,0.0,2.0,260.0,75.0,6.0,0.0,1.0,1.0,1.0,0.0,2024
Araraquara,2,26.0,523.0,523.0,0.0,0.0,0.0,499.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2024
Araraquara,2,27.0,476.0,0.0,171.0,0.0,0.0,0.0,163.0,299.0,14.0,0.0,0.0,1.0,1.0,1.0,2024
Araraquara,2,24.0,512.0,512.0,0.0,0.0,0.0,494.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2024
Araraquara,2,15.0,289.0,0.0,0.0,0.0,0.0,0.0,2.0,280.0,7.0,0.0,1.0,1.0,1.0,1.0,2024
Araraquara,2,17.0,329.0,0.0,280.0,0.0,0.0,0.0,270.0,59.0,0.0,0.0,0.0,1.0,1.0,1.0,2024
Araraquara,2,30.0,603.0,0.0,332.0,0.0,0.0,0.0,318.0,277.0,8.0,0.0,1.0,1.0,1.0,0.0,2024
Araraquara,2,20.0,360.0,0.0,271.0,0.0,0.0,1.0,252.0,105.0,2.0,0.0,1.0,1.0,1.0,1.0,2024
Araraquara,2,32.0,644.0,644.0,0.0,0.0,0.0,621.0,23.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2024
Araraquara,2,55.0,1108.0,0.0,475.0,0.0,0.0,2.0,428.0,645.0,33.0,0.0,1.0,1.0,1.0,0.0,2024
Araraquara,2,5.0,26.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2024
Araraquara,2,2.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,1.0,1.0,0.0,0.0,2024
Araraquara,2,50.0,956.0,0.0,486.0,0.0,0.0,0.0,451.0,373.0,132.0,0.0,1.0,1.0,1.0,1.0,2024
Araraquara,2,9.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,2024
